img_id,img_filename,class_id,class_name,y,split,split_name,unique_img_filename,place,place_filename
9446,161.Blue_winged_Warbler/Blue_Winged_Warbler_0023_161774.jpg,161,161.Blue_winged_Warbler,0,0,train,train_9446_Blue_Winged_Warbler_0023_161774.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001369.jpg
8411,144.Common_Tern/Common_Tern_0043_147753.jpg,144,144.Common_Tern,1,0,train,train_8411_Common_Tern_0043_147753.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001555.jpg
139,003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,3,003.Sooty_Albatross,1,0,train,train_139_Sooty_Albatross_0024_1161.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003113.jpg
178,003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,3,003.Sooty_Albatross,1,0,train,train_178_Sooty_Albatross_0013_796402.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001842.jpg
9277,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0081_159963.jpg,158,158.Bay_breasted_Warbler,0,0,train,train_9277_Bay_Breasted_Warbler_0081_159963.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002753.jpg
2964,052.Pied_billed_Grebe/Pied_Billed_Grebe_0048_35670.jpg,52,052.Pied_billed_Grebe,1,0,train,train_2964_Pied_Billed_Grebe_0048_35670.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003320.jpg
8063,138.Tree_Swallow/Tree_Swallow_0008_135352.jpg,138,138.Tree_Swallow,0,0,train,train_8063_Tree_Swallow_0008_135352.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00004846.jpg
2832,050.Eared_Grebe/Eared_Grebe_0068_34052.jpg,50,050.Eared_Grebe,1,0,train,train_2832_Eared_Grebe_0068_34052.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000502.jpg
471,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,9,009.Brewer_Blackbird,0,0,train,train_471_Brewer_Blackbird_0132_2293.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002513.jpg
5159,089.Hooded_Merganser/Hooded_Merganser_0057_796742.jpg,89,089.Hooded_Merganser,1,0,train,train_5159_Hooded_Merganser_0057_796742.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004661.jpg
5905,101.White_Pelican/White_Pelican_0034_97466.jpg,101,101.White_Pelican,1,0,train,train_5905_White_Pelican_0034_97466.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001148.jpg
3517,061.Heermann_Gull/Heermann_Gull_0115_45797.jpg,61,061.Heermann_Gull,1,0,train,train_3517_Heermann_Gull_0115_45797.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00000086.jpg
3584,062.Herring_Gull/Herring_Gull_0027_46389.jpg,62,062.Herring_Gull,1,0,train,train_3584_Herring_Gull_0027_46389.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003959.jpg
10800,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0049_795244.jpg,184,184.Louisiana_Waterthrush,0,0,train,train_10800_Louisiana_Waterthrush_0049_795244.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000830.jpg
6119,105.Whip_poor_Will/Whip_Poor_Will_0027_796441.jpg,105,105.Whip_poor_Will,0,0,train,train_6119_Whip_Poor_Will_0027_796441.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001099.jpg
5130,088.Western_Meadowlark/Western_Meadowlark_0085_77745.jpg,88,088.Western_Meadowlark,1,0,train,train_5130_Western_Meadowlark_0085_77745.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004424.jpg
3775,065.Slaty_backed_Gull/Slaty_Backed_Gull_0029_45047.jpg,65,065.Slaty_backed_Gull,1,0,train,train_3775_Slaty_Backed_Gull_0029_45047.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003817.jpg
4086,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0064_60999.jpg,71,071.Long_tailed_Jaeger,1,0,train,train_4086_Long_Tailed_Jaeger_0064_60999.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001053.jpg
3701,064.Ring_billed_Gull/Ring_Billed_Gull_0017_51412.jpg,64,064.Ring_billed_Gull,1,0,train,train_3701_Ring_Billed_Gull_0017_51412.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004939.jpg
11243,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0017_183777.jpg,191,191.Red_headed_Woodpecker,0,0,train,train_11243_Red_Headed_Woodpecker_0017_183777.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000645.jpg
4212,073.Blue_Jay/Blue_Jay_0012_63753.jpg,73,073.Blue_Jay,0,0,train,train_4212_Blue_Jay_0012_63753.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00000704.jpg
6585,113.Baird_Sparrow/Baird_Sparrow_0030_794569.jpg,113,113.Baird_Sparrow,0,0,train,train_6585_Baird_Sparrow_0030_794569.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001687.jpg
3402,059.California_Gull/California_Gull_0059_40764.jpg,59,059.California_Gull,1,0,train,train_3402_California_Gull_0059_40764.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000429.jpg
8485,145.Elegant_Tern/Elegant_Tern_0090_45924.jpg,145,145.Elegant_Tern,1,0,train,train_8485_Elegant_Tern_0090_45924.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004023.jpg
5830,100.Brown_Pelican/Brown_Pelican_0100_94434.jpg,100,100.Brown_Pelican,1,0,train,train_5830_Brown_Pelican_0100_94434.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003143.jpg
10146,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0111_168040.jpg,173,173.Orange_crowned_Warbler,0,0,train,train_10146_Orange_Crowned_Warbler_0111_168040.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003617.jpg
8049,138.Tree_Swallow/Tree_Swallow_0100_137493.jpg,138,138.Tree_Swallow,0,0,train,train_8049_Tree_Swallow_0100_137493.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003004.jpg
11765,200.Common_Yellowthroat/Common_Yellowthroat_0126_190407.jpg,200,200.Common_Yellowthroat,0,0,train,train_11765_Common_Yellowthroat_0126_190407.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003088.jpg
7153,123.Henslow_Sparrow/Henslow_Sparrow_0043_116756.jpg,123,123.Henslow_Sparrow,0,0,train,train_7153_Henslow_Sparrow_0043_116756.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003771.jpg
3785,066.Western_Gull/Western_Gull_0042_53843.jpg,66,066.Western_Gull,1,0,train,train_3785_Western_Gull_0042_53843.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003808.jpg
8549,146.Forsters_Tern/Forsters_Tern_0001_152174.jpg,146,146.Forsters_Tern,1,0,train,train_8549_Forsters_Tern_0001_152174.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002614.jpg
2189,039.Least_Flycatcher/Least_Flycatcher_0085_30318.jpg,39,039.Least_Flycatcher,0,0,train,train_2189_Least_Flycatcher_0085_30318.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001574.jpg
11070,188.Pileated_Woodpecker/Pileated_Woodpecker_0053_179960.jpg,188,188.Pileated_Woodpecker,0,0,train,train_11070_Pileated_Woodpecker_0053_179960.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001340.jpg
3463,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0073_44253.jpg,60,060.Glaucous_winged_Gull,1,0,train,train_3463_Glaucous_Winged_Gull_0073_44253.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000870.jpg
7188,123.Henslow_Sparrow/Henslow_Sparrow_0074_116905.jpg,123,123.Henslow_Sparrow,0,0,train,train_7188_Henslow_Sparrow_0074_116905.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002456.jpg
2645,046.Gadwall/Gadwall_0071_31655.jpg,46,046.Gadwall,1,0,train,train_2645_Gadwall_0071_31655.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001149.jpg
1226,022.Chuck_will_Widow/Chuck_Will_Widow_0039_797000.jpg,22,022.Chuck_will_Widow,0,0,train,train_1226_Chuck_Will_Widow_0039_797000.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003165.jpg
2984,052.Pied_billed_Grebe/Pied_Billed_Grebe_0049_35980.jpg,52,052.Pied_billed_Grebe,1,0,train,train_2984_Pied_Billed_Grebe_0049_35980.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00000452.jpg
3690,064.Ring_billed_Gull/Ring_Billed_Gull_0118_51322.jpg,64,064.Ring_billed_Gull,1,0,train,train_3690_Ring_Billed_Gull_0118_51322.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004155.jpg
5674,097.Orchard_Oriole/Orchard_Oriole_0011_91592.jpg,97,097.Orchard_Oriole,0,0,train,train_5674_Orchard_Oriole_0011_91592.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004095.jpg
10117,172.Nashville_Warbler/Nashville_Warbler_0055_167331.jpg,172,172.Nashville_Warbler,0,0,train,train_10117_Nashville_Warbler_0055_167331.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003729.jpg
9256,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0072_797114.jpg,158,158.Bay_breasted_Warbler,0,0,train,train_9256_Bay_Breasted_Warbler_0072_797114.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000566.jpg
