img_path,y_true,attr_true,y_pred,p_0,p_1,p_max,correct
./data/fairface/data/val_8185.jpg,1,0,0,0.9999769926071167,2.2983678718446754e-05,0.9999769926071167,0
./data/fairface/data/67539.jpg,0,1,1,0.009436476975679398,0.9905635118484497,0.9905635118484497,0
./data/fairface/data/23206.jpg,1,0,0,0.5523310899734497,0.4476689398288727,0.5523310899734497,0
./data/fairface/data/77034.jpg,1,1,1,0.00042523935553617775,0.9995747208595276,0.9995747208595276,1
./data/fairface/data/24853.jpg,0,1,1,0.0010027034441009164,0.9989972710609436,0.9989972710609436,0
./data/fairface/data/73039.jpg,1,0,1,6.118078454164788e-05,0.9999388456344604,0.9999388456344604,1
./data/fairface/data/73709.jpg,0,0,0,0.7673431634902954,0.2326568365097046,0.7673431634902954,1
./data/fairface/data/3887.jpg,1,1,1,6.442112399085431e-10,1.0,1.0,1
./data/fairface/data/34443.jpg,1,1,1,6.47240676698857e-06,0.9999935626983643,0.9999935626983643,1
./data/fairface/data/25556.jpg,0,0,0,0.9994122982025146,0.000587690039537847,0.9994122982025146,1
./data/fairface/data/val_8871.jpg,0,0,0,1.0,4.549933207975698e-10,1.0,1
./data/fairface/data/41308.jpg,1,1,1,1.178191482154034e-07,0.9999998807907104,0.9999998807907104,1
./data/fairface/data/val_619.jpg,1,0,0,0.9999990463256836,9.247057164429862e-07,0.9999990463256836,0
./data/fairface/data/10534.jpg,1,0,1,3.645880752856101e-08,1.0,1.0,1
./data/fairface/data/34329.jpg,1,1,1,3.84069487324723e-08,1.0,1.0,1
./data/fairface/data/55080.jpg,0,1,0,0.8919477462768555,0.10805222392082214,0.8919477462768555,1
./data/fairface/data/15136.jpg,1,0,1,0.0008405140251852572,0.9991594552993774,0.9991594552993774,1
./data/fairface/data/28929.jpg,1,1,1,1.284228005715704e-06,0.9999986886978149,0.9999986886978149,1
./data/fairface/data/37193.jpg,0,1,0,0.8872923254966736,0.11270768195390701,0.8872923254966736,1
./data/fairface/data/55375.jpg,1,1,1,0.0007652117637917399,0.9992347955703735,0.9992347955703735,1
./data/fairface/data/41372.jpg,0,1,1,0.0003387914039194584,0.9996612071990967,0.9996612071990967,0
./data/fairface/data/844.jpg,1,1,1,1.2134709095334983e-06,0.9999988079071045,0.9999988079071045,1
./data/fairface/data/34060.jpg,1,0,1,0.005602853372693062,0.9943971633911133,0.9943971633911133,1
./data/fairface/data/val_8702.jpg,1,0,0,0.9863038659095764,0.013696122914552689,0.9863038659095764,0
./data/fairface/data/val_4654.jpg,1,0,1,0.05857079476118088,0.9414292573928833,0.9414292573928833,1
./data/fairface/data/21917.jpg,0,1,0,0.7034223079681396,0.2965776324272156,0.7034223079681396,1
