img_path,y_true,attr_true,y_pred,p_0,p_1,p_max,correct
data/waterbirds/data/test_9737_Golden_Winged_Warbler_0091_794808.jpg,0,0,0,0.9979662895202637,0.002033754251897335,0.9979662895202637,1
data/waterbirds/data/test_3492_Heermann_Gull_0118_45626.jpg,1,1,1,3.6600915336748585e-05,0.9999634027481079,0.9999634027481079,1
data/waterbirds/data/test_7154_Henslow_Sparrow_0096_116758.jpg,0,1,1,0.47878870368003845,0.5212112665176392,0.5212112665176392,0
data/waterbirds/data/test_4546_Gray_Kingbird_0030_70110.jpg,0,0,0,0.9275253415107727,0.07247466593980789,0.9275253415107727,1
data/waterbirds/data/test_8330_Black_Tern_0073_144638.jpg,1,0,1,0.16066233813762665,0.8393376469612122,0.8393376469612122,1
data/waterbirds/data/test_1461_Bronzed_Cowbird_0023_24058.jpg,0,0,0,0.9604508876800537,0.03954904526472092,0.9604508876800537,1
data/waterbirds/data/test_5039_Mallard_0119_76925.jpg,1,1,1,0.0038055351469665766,0.9961944818496704,0.9961944818496704,1
data/waterbirds/data/test_4777_Ringed_Kingfisher_0103_72894.jpg,0,0,0,0.9905543923377991,0.009445564821362495,0.9905543923377991,1
data/waterbirds/data/test_8039_Cliff_Swallow_0081_134119.jpg,0,1,1,0.0713755190372467,0.9286244511604309,0.9286244511604309,0
data/waterbirds/data/test_4156_Pomarine_Jaeger_0013_795759.jpg,1,0,1,0.49112263321876526,0.5088773965835571,0.5088773965835571,1
data/waterbirds/data/test_3833_Western_Gull_0115_54950.jpg,1,0,1,0.06279630213975906,0.9372036457061768,0.9372036457061768,1
data/waterbirds/data/test_7328_Nelson_Sharp_Tailed_Sparrow_0068_796930.jpg,0,1,1,0.24175627529621124,0.75824373960495,0.75824373960495,0
data/waterbirds/data/test_10629_Worm_Eating_Warbler_0021_795545.jpg,0,1,0,0.9785762429237366,0.021423781290650368,0.9785762429237366,1
data/waterbirds/data/test_85_Laysan_Albatross_0017_614.jpg,1,0,1,0.004385558422654867,0.9956144094467163,0.9956144094467163,1
data/waterbirds/data/test_3804_Western_Gull_0029_54143.jpg,1,1,1,0.006535185966640711,0.9934647679328918,0.9934647679328918,1
data/waterbirds/data/test_8879_Blue_Headed_Vireo_0022_156184.jpg,0,1,0,0.9113017320632935,0.08869826048612595,0.9113017320632935,1
data/waterbirds/data/test_1191_Chuck_Will_Widow_0026_796963.jpg,0,0,0,0.9953566193580627,0.004643353167921305,0.9953566193580627,1
data/waterbirds/data/test_6165_Horned_Puffin_0077_100671.jpg,1,1,1,0.008466144092381,0.9915338158607483,0.9915338158607483,1
data/waterbirds/data/test_10526_Tennessee_Warbler_0019_174786.jpg,0,0,0,0.9997747540473938,0.00022519720369018614,0.9997747540473938,1
data/waterbirds/data/test_11486_Carolina_Wren_0006_186742.jpg,0,0,0,0.9994049072265625,0.0005951517960056663,0.9994049072265625,1
data/waterbirds/data/test_3507_Heermann_Gull_0139_45749.jpg,1,1,1,0.0002519332047086209,0.9997480511665344,0.9997480511665344,1
data/waterbirds/data/test_3651_Ivory_Gull_0032_49322.jpg,1,0,0,0.8007127046585083,0.1992873102426529,0.8007127046585083,0
data/waterbirds/data/test_8389_Caspian_Tern_0022_144922.jpg,1,0,1,0.0029186224564909935,0.9970813393592834,0.9970813393592834,1
data/waterbirds/data/test_9946_Magnolia_Warbler_0123_166389.jpg,0,1,0,0.9025633335113525,0.09743664413690567,0.9025633335113525,1
data/waterbirds/data/test_10611_Worm_Eating_Warbler_0069_176055.jpg,0,0,0,0.9982571005821228,0.0017428526189178228,0.9982571005821228,1
data/waterbirds/data/test_3857_Anna_Hummingbird_0066_56486.jpg,0,0,0,0.9995208978652954,0.00047915815957821906,0.9995208978652954,1
data/waterbirds/data/test_5311_Mockingbird_0003_80833.jpg,0,1,1,0.039338503032922745,0.9606615304946899,0.9606615304946899,0
data/waterbirds/data/test_167_Sooty_Albatross_0051_796374.jpg,1,0,0,0.6623774170875549,0.33762258291244507,0.6623774170875549,0
data/waterbirds/data/test_8436_Common_Tern_0071_148796.jpg,1,1,1,0.0006065655034035444,0.9993934631347656,0.9993934631347656,1
data/waterbirds/data/test_2485_Frigatebird_0096_43571.jpg,1,0,0,0.7110878229141235,0.2889121472835541,0.7110878229141235,0
data/waterbirds/data/test_3638_Ivory_Gull_0004_49019.jpg,1,0,1,0.006348942872136831,0.9936510920524597,0.9936510920524597,1
data/waterbirds/data/test_408_Rhinoceros_Auklet_0045_797536.jpg,1,1,1,0.08592347800731659,0.9140765070915222,0.9140765070915222,1
data/waterbirds/data/test_3920_Ruby_Throated_Hummingbird_0096_57505.jpg,0,0,0,0.7501007318496704,0.24989931285381317,0.7501007318496704,1
data/waterbirds/data/test_3559_Herring_Gull_0130_46675.jpg,1,1,1,0.008777692914009094,0.9912222623825073,0.9912222623825073,1
